date,doc_id,name,volume_items,volume_eth
2025-08-22,134,Chobo Silver Ring,711,0.227891
2025-08-22,135,Crusader Silver Ring,601,0.208937
2025-08-22,136,Overseer Silver Ring,730,0.272638
2025-08-22,137,Athena Silver Ring,457,0.17637
2025-08-22,138,Archon Silver Ring,618,0.219054
2025-08-22,139,Foxglove Silver Ring,509,0.189428
2025-08-22,140,Summoner Silver Ring,612,0.204438
2025-08-22,244,Golden Athena Ring,1,0.0037
2025-08-22,246,Golden Crusader Ring,1,0.00424
2025-08-22,249,Golden Summoner Ring,3,0.012895
2025-08-23,134,Chobo Silver Ring,860,0.497756
2025-08-23,135,Crusader Silver Ring,985,0.471899
2025-08-23,136,Overseer Silver Ring,740,0.435
2025-08-23,137,Athena Silver Ring,847,0.439884
2025-08-23,138,Archon Silver Ring,1180,0.630025
2025-08-23,139,Foxglove Silver Ring,654,0.37355
2025-08-23,140,Summoner Silver Ring,787,0.5054006
2025-08-23,243,Golden Archon Ring,6,0.02635
2025-08-23,244,Golden Athena Ring,9,0.037619
2025-08-23,245,Golden Chobo Ring,1,0.004709
2025-08-23,246,Golden Crusader Ring,11,0.044946
2025-08-23,247,Golden Foxglove Ring,1,0.004998
2025-08-23,248,Golden Overseer Ring,8,0.031757
2025-08-23,249,Golden Summoner Ring,6,0.025047
2025-08-24,134,Chobo Silver Ring,220,0.09299
2025-08-24,135,Crusader Silver Ring,170,0.069721
2025-08-24,136,Overseer Silver Ring,103,0.042247
2025-08-24,137,Athena Silver Ring,207,0.086133
2025-08-24,138,Archon Silver Ring,154,0.063758
2025-08-24,139,Foxglove Silver Ring,131,0.053185
2025-08-24,140,Summoner Silver Ring,272,0.112758
2025-08-24,247,Golden Foxglove Ring,5,0.02
2025-08-25,134,Chobo Silver Ring,182,0.070317
2025-08-25,135,Crusader Silver Ring,276,0.105444
2025-08-25,136,Overseer Silver Ring,198,0.076501
2025-08-25,137,Athena Silver Ring,251,0.104775
2025-08-25,138,Archon Silver Ring,276,0.107077
2025-08-25,139,Foxglove Silver Ring,228,0.087909
2025-08-25,140,Summoner Silver Ring,175,0.066867
2025-08-26,134,Chobo Silver Ring,329,0.142709
2025-08-26,135,Crusader Silver Ring,314,0.131194
2025-08-26,136,Overseer Silver Ring,256,0.106708
2025-08-26,137,Athena Silver Ring,76,0.029962
2025-08-26,138,Archon Silver Ring,184,0.074297
2025-08-26,139,Foxglove Silver Ring,41,0.016387
2025-08-26,140,Summoner Silver Ring,103,0.040838
2025-08-27,134,Chobo Silver Ring,114,0.046178
2025-08-27,135,Crusader Silver Ring,226,0.091834
2025-08-27,136,Overseer Silver Ring,190,0.078825
2025-08-27,137,Athena Silver Ring,264,0.109053
2025-08-27,138,Archon Silver Ring,502,0.220109
2025-08-27,139,Foxglove Silver Ring,364,0.157103
2025-08-27,140,Summoner Silver Ring,404,0.174211
2025-08-27,249,Golden Summoner Ring,1,0.0048
2025-08-28,134,Chobo Silver Ring,209,0.082485
2025-08-28,135,Crusader Silver Ring,192,0.077663
2025-08-28,136,Overseer Silver Ring,364,0.158059
2025-08-28,137,Athena Silver Ring,221,0.089621
2025-08-28,138,Archon Silver Ring,176,0.071417
2025-08-28,139,Foxglove Silver Ring,149,0.058411
2025-08-28,140,Summoner Silver Ring,119,0.04693
2025-08-29,134,Chobo Silver Ring,261,0.107059
2025-08-29,135,Crusader Silver Ring,139,0.057175
2025-08-29,136,Overseer Silver Ring,254,0.106274
2025-08-29,137,Athena Silver Ring,196,0.081684
2025-08-29,138,Archon Silver Ring,176,0.073752
2025-08-29,139,Foxglove Silver Ring,192,0.078842
2025-08-29,140,Summoner Silver Ring,190,0.077981
2025-08-30,136,Overseer Silver Ring,1,0.000326
2025-08-30,138,Archon Silver Ring,2,0.00056
2025-08-30,139,Foxglove Silver Ring,27,0.008691
2025-08-30,140,Summoner Silver Ring,28,0.00737
2025-08-30,247,Golden Foxglove Ring,1,0.00478
2025-08-31,134,Chobo Silver Ring,18,0.004125
2025-08-31,135,Crusader Silver Ring,10,0.002826
2025-08-31,136,Overseer Silver Ring,10,0.002641
2025-08-31,137,Athena Silver Ring,11,0.002752
2025-08-31,138,Archon Silver Ring,29,0.007113
2025-08-31,139,Foxglove Silver Ring,10,0.002658
2025-08-31,140,Summoner Silver Ring,26,0.007563
2025-09-01,134,Chobo Silver Ring,24,0.004972
2025-09-01,135,Crusader Silver Ring,17,0.003636
2025-09-01,136,Overseer Silver Ring,13,0.002754
2025-09-01,137,Athena Silver Ring,1,0.00021
2025-09-01,138,Archon Silver Ring,33,0.006688
2025-09-01,139,Foxglove Silver Ring,13,0.002586
2025-09-01,140,Summoner Silver Ring,10,0.002174
2025-09-01,243,Golden Archon Ring,2,0.00789
2025-09-01,244,Golden Athena Ring,2,0.0081
2025-09-01,245,Golden Chobo Ring,2,0.0081
2025-09-01,246,Golden Crusader Ring,2,0.008855
2025-09-01,247,Golden Foxglove Ring,2,0.00929
2025-09-01,248,Golden Overseer Ring,1,0.0047
2025-09-02,134,Chobo Silver Ring,12,0.002435
2025-09-02,135,Crusader Silver Ring,56,0.011065
2025-09-02,136,Overseer Silver Ring,84,0.016177
2025-09-02,137,Athena Silver Ring,7,0.001514
2025-09-02,138,Archon Silver Ring,27,0.005371
2025-09-02,139,Foxglove Silver Ring,35,0.007272
2025-09-02,140,Summoner Silver Ring,34,0.006972
2025-09-02,243,Golden Archon Ring,1,0.004299
2025-09-03,134,Chobo Silver Ring,23,0.004467
2025-09-03,135,Crusader Silver Ring,51,0.010259
2025-09-03,136,Overseer Silver Ring,37,0.007113
2025-09-03,137,Athena Silver Ring,23,0.004442
2025-09-03,138,Archon Silver Ring,18,0.003386
2025-09-03,139,Foxglove Silver Ring,5,0.00095
2025-09-03,140,Summoner Silver Ring,21,0.004109
2025-09-04,134,Chobo Silver Ring,50,0.009677
2025-09-04,135,Crusader Silver Ring,62,0.012508
2025-09-04,136,Overseer Silver Ring,55,0.011059
2025-09-04,137,Athena Silver Ring,50,0.009866
2025-09-04,138,Archon Silver Ring,63,0.01208
2025-09-04,139,Foxglove Silver Ring,63,0.01234
2025-09-04,140,Summoner Silver Ring,43,0.0084
2025-09-04,245,Golden Chobo Ring,4,0.01579
2025-09-05,134,Chobo Silver Ring,9,0.001544
2025-09-05,135,Crusader Silver Ring,16,0.002784
2025-09-05,136,Overseer Silver Ring,52,0.008973
2025-09-05,137,Athena Silver Ring,48,0.008467
2025-09-05,138,Archon Silver Ring,35,0.005965
2025-09-05,139,Foxglove Silver Ring,12,0.002081
2025-09-05,140,Summoner Silver Ring,15,0.002687
2025-09-06,134,Chobo Silver Ring,2,0.000348
2025-09-06,135,Crusader Silver Ring,11,0.001765
2025-09-06,136,Overseer Silver Ring,24,0.003836
2025-09-06,137,Athena Silver Ring,3,0.00048
2025-09-06,138,Archon Silver Ring,12,0.001834
2025-09-06,139,Foxglove Silver Ring,14,0.00227
2025-09-06,140,Summoner Silver Ring,26,0.004203
2025-09-07,134,Chobo Silver Ring,2,0.000318
2025-09-07,135,Crusader Silver Ring,24,0.00374
2025-09-07,136,Overseer Silver Ring,6,0.000954
2025-09-07,137,Athena Silver Ring,9,0.001326
2025-09-07,138,Archon Silver Ring,29,0.004476
2025-09-07,139,Foxglove Silver Ring,19,0.002825
2025-09-07,140,Summoner Silver Ring,19,0.003026
2025-09-07,246,Golden Crusader Ring,3,0.01335
2025-09-08,134,Chobo Silver Ring,110,0.018441
2025-09-08,135,Crusader Silver Ring,51,0.008041
2025-09-08,136,Overseer Silver Ring,60,0.00954
2025-09-08,137,Athena Silver Ring,129,0.021111
2025-09-08,138,Archon Silver Ring,80,0.013822
2025-09-08,139,Foxglove Silver Ring,97,0.015549
2025-09-08,140,Summoner Silver Ring,99,0.016334
2025-09-09,134,Chobo Silver Ring,10,0.00173
2025-09-09,135,Crusader Silver Ring,60,0.011045
2025-09-09,136,Overseer Silver Ring,51,0.008988
2025-09-09,137,Athena Silver Ring,55,0.009649
2025-09-09,138,Archon Silver Ring,61,0.010719
2025-09-09,139,Foxglove Silver Ring,66,0.011489
2025-09-09,140,Summoner Silver Ring,55,0.010115
2025-09-09,246,Golden Crusader Ring,1,0.00441
2025-09-10,134,Chobo Silver Ring,46,0.00793
2025-09-10,135,Crusader Silver Ring,15,0.002731
2025-09-10,136,Overseer Silver Ring,5,0.000849
2025-09-10,137,Athena Silver Ring,13,0.002343
2025-09-10,138,Archon Silver Ring,29,0.005046
2025-09-10,139,Foxglove Silver Ring,3,0.000538
2025-09-10,140,Summoner Silver Ring,30,0.005414
2025-09-11,134,Chobo Silver Ring,5,0.00086
2025-09-11,135,Crusader Silver Ring,3,0.000537
2025-09-11,136,Overseer Silver Ring,6,0.00102
2025-09-11,137,Athena Silver Ring,3,0.00051
2025-09-11,138,Archon Silver Ring,5,0.00085
2025-09-11,139,Foxglove Silver Ring,5,0.000837
2025-09-11,140,Summoner Silver Ring,13,0.002202
2025-09-11,244,Golden Athena Ring,1,0.003799
2025-09-11,246,Golden Crusader Ring,1,0.00439
2025-09-12,134,Chobo Silver Ring,69,0.011522
2025-09-12,135,Crusader Silver Ring,184,0.03292
2025-09-12,136,Overseer Silver Ring,41,0.006782
2025-09-12,137,Athena Silver Ring,27,0.00467
2025-09-12,138,Archon Silver Ring,59,0.009917
2025-09-12,139,Foxglove Silver Ring,47,0.007657
2025-09-12,140,Summoner Silver Ring,58,0.00984
2025-09-12,246,Golden Crusader Ring,1,0.00439
2025-09-13,134,Chobo Silver Ring,22,0.003501
2025-09-13,135,Crusader Silver Ring,337,0.061041
2025-09-13,136,Overseer Silver Ring,49,0.00797
2025-09-13,137,Athena Silver Ring,35,0.005778
2025-09-13,138,Archon Silver Ring,147,0.024969
2025-09-13,139,Foxglove Silver Ring,37,0.006099
2025-09-13,140,Summoner Silver Ring,21,0.003487
2025-09-13,246,Golden Crusader Ring,1,0.004379
2025-09-13,248,Golden Overseer Ring,3,0.014348
2025-09-14,134,Chobo Silver Ring,197,0.031903
2025-09-14,135,Crusader Silver Ring,10,0.001626
2025-09-14,136,Overseer Silver Ring,52,0.00797
2025-09-14,137,Athena Silver Ring,2,0.00026
2025-09-14,138,Archon Silver Ring,308,0.053692
2025-09-14,139,Foxglove Silver Ring,16,0.0025
2025-09-14,140,Summoner Silver Ring,3,0.000494
2025-09-14,245,Golden Chobo Ring,5,0.020667
2025-09-14,246,Golden Crusader Ring,1,0.00435
2025-09-15,134,Chobo Silver Ring,284,0.047061
2025-09-15,135,Crusader Silver Ring,15,0.002265
2025-09-15,136,Overseer Silver Ring,64,0.009506
2025-09-15,137,Athena Silver Ring,26,0.00381
2025-09-15,138,Archon Silver Ring,2,0.000335
2025-09-15,139,Foxglove Silver Ring,191,0.029775
2025-09-15,140,Summoner Silver Ring,1,0.000158
2025-09-16,134,Chobo Silver Ring,14,0.002164
2025-09-16,135,Crusader Silver Ring,8,0.001232
2025-09-16,136,Overseer Silver Ring,90,0.013022
2025-09-16,137,Athena Silver Ring,62,0.008992
2025-09-16,138,Archon Silver Ring,11,0.001654
2025-09-16,139,Foxglove Silver Ring,296,0.046912
2025-09-16,140,Summoner Silver Ring,141,0.021389
2025-09-17,134,Chobo Silver Ring,44,0.006403
2025-09-17,135,Crusader Silver Ring,46,0.006669
2025-09-17,136,Overseer Silver Ring,203,0.031331
2025-09-17,137,Athena Silver Ring,42,0.006075
2025-09-17,138,Archon Silver Ring,5,0.000755
2025-09-17,139,Foxglove Silver Ring,7,0.00106
2025-09-17,140,Summoner Silver Ring,276,0.042009
2025-09-17,248,Golden Overseer Ring,3,0.014154
2025-09-18,134,Chobo Silver Ring,47,0.006587
2025-09-18,135,Crusader Silver Ring,42,0.005945
2025-09-18,136,Overseer Silver Ring,303,0.046395
2025-09-18,137,Athena Silver Ring,177,0.025428
2025-09-18,138,Archon Silver Ring,35,0.005009
2025-09-18,139,Foxglove Silver Ring,25,0.003533
2025-09-18,140,Summoner Silver Ring,6,0.000906
2025-09-19,134,Chobo Silver Ring,24,0.003301
2025-09-19,135,Crusader Silver Ring,45,0.006216
2025-09-19,136,Overseer Silver Ring,12,0.00163
2025-09-19,137,Athena Silver Ring,347,0.052571
2025-09-19,138,Archon Silver Ring,22,0.003028
2025-09-19,139,Foxglove Silver Ring,21,0.002877
2025-09-19,140,Summoner Silver Ring,11,0.00154
2025-09-20,134,Chobo Silver Ring,37,0.004757
2025-09-20,135,Crusader Silver Ring,32,0.004114
2025-09-20,136,Overseer Silver Ring,22,0.002886
2025-09-20,137,Athena Silver Ring,13,0.001846
2025-09-20,138,Archon Silver Ring,26,0.003391
2025-09-20,139,Foxglove Silver Ring,21,0.002722
2025-09-20,140,Summoner Silver Ring,24,0.00308
2025-09-20,247,Golden Foxglove Ring,3,0.0113
2025-09-21,134,Chobo Silver Ring,36,0.004566
2025-09-21,135,Crusader Silver Ring,28,0.003522
2025-09-21,136,Overseer Silver Ring,10,0.001319
2025-09-21,137,Athena Silver Ring,9,0.001222
2025-09-21,138,Archon Silver Ring,12,0.001473
2025-09-21,139,Foxglove Silver Ring,36,0.004569
2025-09-21,140,Summoner Silver Ring,21,0.002801
2025-09-21,243,Golden Archon Ring,2,0.0066
2025-09-21,245,Golden Chobo Ring,2,0.006
2025-09-22,134,Chobo Silver Ring,37,0.004232
2025-09-22,135,Crusader Silver Ring,9,0.001072
2025-09-22,136,Overseer Silver Ring,19,0.002158
2025-09-22,137,Athena Silver Ring,7,0.00084
2025-09-22,138,Archon Silver Ring,36,0.004128
2025-09-22,139,Foxglove Silver Ring,3,0.000371
2025-09-22,140,Summoner Silver Ring,24,0.002845
2025-09-22,244,Golden Athena Ring,3,0.01009
2025-09-22,245,Golden Chobo Ring,1,0.0031
2025-09-23,134,Chobo Silver Ring,32,0.003668
2025-09-23,135,Crusader Silver Ring,53,0.006057
2025-09-23,136,Overseer Silver Ring,44,0.00508
2025-09-23,137,Athena Silver Ring,45,0.005321
2025-09-23,138,Archon Silver Ring,52,0.005911
2025-09-23,139,Foxglove Silver Ring,37,0.004254
2025-09-23,140,Summoner Silver Ring,33,0.00419
2025-09-23,248,Golden Overseer Ring,7,0.02424
2025-09-24,134,Chobo Silver Ring,50,0.005241
2025-09-24,135,Crusader Silver Ring,25,0.002618
2025-09-24,136,Overseer Silver Ring,25,0.00259
2025-09-24,137,Athena Silver Ring,13,0.0013
2025-09-24,138,Archon Silver Ring,24,0.002463
2025-09-24,139,Foxglove Silver Ring,28,0.002912
2025-09-24,140,Summoner Silver Ring,32,0.003343
2025-09-25,134,Chobo Silver Ring,28,0.002747
2025-09-25,135,Crusader Silver Ring,18,0.0018
2025-09-25,136,Overseer Silver Ring,32,0.003196
2025-09-25,138,Archon Silver Ring,5,0.000512
2025-09-25,139,Foxglove Silver Ring,5,0.000503
2025-09-25,140,Summoner Silver Ring,4,0.000412
2025-09-25,249,Golden Summoner Ring,3,0.0111
2025-09-26,134,Chobo Silver Ring,217,0.028811
2025-09-26,135,Crusader Silver Ring,203,0.025124
2025-09-26,136,Overseer Silver Ring,213,0.026501
2025-09-26,137,Athena Silver Ring,231,0.030093
2025-09-26,138,Archon Silver Ring,241,0.028306
2025-09-26,139,Foxglove Silver Ring,215,0.026949
2025-09-26,140,Summoner Silver Ring,219,0.027931
2025-09-27,134,Chobo Silver Ring,19,0.002262
2025-09-27,135,Crusader Silver Ring,4,0.000595
2025-09-27,136,Overseer Silver Ring,13,0.00158
2025-09-27,137,Athena Silver Ring,6,0.000813
2025-09-27,138,Archon Silver Ring,3,0.00045
2025-09-27,139,Foxglove Silver Ring,4,0.000432
2025-09-27,140,Summoner Silver Ring,4,0.000536
2025-09-28,135,Crusader Silver Ring,5,0.000544
2025-09-28,136,Overseer Silver Ring,3,0.0003
2025-09-28,137,Athena Silver Ring,2,0.00021
2025-09-28,138,Archon Silver Ring,3,0.000305
2025-09-28,139,Foxglove Silver Ring,12,0.001283
2025-09-28,140,Summoner Silver Ring,5,0.000651
2025-09-28,244,Golden Athena Ring,3,0.0089
2025-09-28,245,Golden Chobo Ring,3,0.00898
2025-09-28,247,Golden Foxglove Ring,3,0.00898
2025-09-28,248,Golden Overseer Ring,2,0.006
2025-09-28,249,Golden Summoner Ring,18,0.064377
2025-09-29,134,Chobo Silver Ring,6,0.000566
2025-09-29,138,Archon Silver Ring,12,0.001163
2025-09-29,139,Foxglove Silver Ring,24,0.002335
2025-09-29,140,Summoner Silver Ring,3,0.00027
2025-09-29,244,Golden Athena Ring,1,0.0031
2025-09-29,245,Golden Chobo Ring,4,0.0123
2025-09-29,246,Golden Crusader Ring,1,0.0034
2025-09-29,248,Golden Overseer Ring,6,0.0183
2025-09-30,134,Chobo Silver Ring,26,0.002452
2025-09-30,135,Crusader Silver Ring,9,0.000849
2025-09-30,136,Overseer Silver Ring,37,0.003343
2025-09-30,137,Athena Silver Ring,19,0.00182
2025-09-30,138,Archon Silver Ring,45,0.004085
2025-09-30,139,Foxglove Silver Ring,45,0.004041
2025-09-30,140,Summoner Silver Ring,25,0.002389
2025-09-30,244,Golden Athena Ring,1,0.00299
2025-09-30,245,Golden Chobo Ring,2,0.006
2025-09-30,246,Golden Crusader Ring,2,0.00598
2025-09-30,247,Golden Foxglove Ring,2,0.00578
2025-09-30,249,Golden Summoner Ring,5,0.0146
2025-10-01,134,Chobo Silver Ring,4,0.000366
2025-10-01,135,Crusader Silver Ring,45,0.004109
2025-10-01,136,Overseer Silver Ring,21,0.002044
2025-10-01,137,Athena Silver Ring,39,0.00344
2025-10-01,138,Archon Silver Ring,20,0.001808
2025-10-01,139,Foxglove Silver Ring,63,0.005745
2025-10-01,140,Summoner Silver Ring,5,0.000464
2025-10-01,243,Golden Archon Ring,1,0.00299
2025-10-02,134,Chobo Silver Ring,18,0.001656
2025-10-02,135,Crusader Silver Ring,5,0.000456
2025-10-02,136,Overseer Silver Ring,5,0.00044
2025-10-02,137,Athena Silver Ring,8,0.000728
2025-10-02,138,Archon Silver Ring,8,0.000716
2025-10-02,139,Foxglove Silver Ring,4,0.000348
2025-10-02,140,Summoner Silver Ring,4,0.000366
2025-10-02,247,Golden Foxglove Ring,3,0.0075
2025-10-03,134,Chobo Silver Ring,198,0.022652
2025-10-03,135,Crusader Silver Ring,276,0.035375
2025-10-03,136,Overseer Silver Ring,276,0.033996
2025-10-03,137,Athena Silver Ring,282,0.032984
2025-10-03,138,Archon Silver Ring,236,0.0279
2025-10-03,139,Foxglove Silver Ring,243,0.030847
2025-10-03,140,Summoner Silver Ring,337,0.041595
2025-10-03,243,Golden Archon Ring,3,0.0075
2025-10-03,244,Golden Athena Ring,1,0.0029
2025-10-03,246,Golden Crusader Ring,9,0.02248
2025-10-03,247,Golden Foxglove Ring,5,0.012499
2025-10-03,248,Golden Overseer Ring,3,0.008398
2025-10-03,249,Golden Summoner Ring,3,0.0087
2025-10-04,134,Chobo Silver Ring,82,0.010724
2025-10-04,135,Crusader Silver Ring,65,0.007897
2025-10-04,136,Overseer Silver Ring,92,0.011479
2025-10-04,137,Athena Silver Ring,40,0.005336
2025-10-04,138,Archon Silver Ring,43,0.00576
2025-10-04,139,Foxglove Silver Ring,22,0.003691
2025-10-04,140,Summoner Silver Ring,61,0.007166
2025-10-04,243,Golden Archon Ring,11,0.02748
2025-10-04,247,Golden Foxglove Ring,8,0.02205
2025-10-04,248,Golden Overseer Ring,5,0.01409
2025-10-05,134,Chobo Silver Ring,28,0.002986
2025-10-05,135,Crusader Silver Ring,33,0.003189
2025-10-05,136,Overseer Silver Ring,20,0.001898
2025-10-05,137,Athena Silver Ring,3,0.000358
2025-10-05,138,Archon Silver Ring,6,0.000606
2025-10-05,139,Foxglove Silver Ring,3,0.000369
2025-10-05,140,Summoner Silver Ring,6,0.000711
2025-10-05,243,Golden Archon Ring,1,0.00299
2025-10-05,244,Golden Athena Ring,1,0.0028
2025-10-05,245,Golden Chobo Ring,1,0.00278
2025-10-05,246,Golden Crusader Ring,2,0.00592
2025-10-05,247,Golden Foxglove Ring,1,0.00289
2025-10-05,248,Golden Overseer Ring,1,0.00285
2025-10-05,249,Golden Summoner Ring,1,0.004
2025-10-06,134,Chobo Silver Ring,73,0.00758
2025-10-06,135,Crusader Silver Ring,52,0.005274
2025-10-06,136,Overseer Silver Ring,24,0.0023
2025-10-06,137,Athena Silver Ring,26,0.002444
2025-10-06,138,Archon Silver Ring,20,0.001975
2025-10-06,139,Foxglove Silver Ring,22,0.00214
2025-10-06,140,Summoner Silver Ring,46,0.004746
2025-10-06,243,Golden Archon Ring,3,0.0087
2025-10-06,246,Golden Crusader Ring,2,0.00594
2025-10-07,134,Chobo Silver Ring,50,0.005585
2025-10-07,135,Crusader Silver Ring,50,0.005351
2025-10-07,136,Overseer Silver Ring,50,0.00496
2025-10-07,137,Athena Silver Ring,79,0.007502
2025-10-07,138,Archon Silver Ring,81,0.007626
2025-10-07,139,Foxglove Silver Ring,70,0.006463
2025-10-07,140,Summoner Silver Ring,50,0.005475
2025-10-08,134,Chobo Silver Ring,26,0.002296
2025-10-08,136,Overseer Silver Ring,22,0.002018
2025-10-08,138,Archon Silver Ring,42,0.003764
2025-10-08,139,Foxglove Silver Ring,23,0.001969
2025-10-08,140,Summoner Silver Ring,12,0.000995
2025-10-09,134,Chobo Silver Ring,28,0.002673
2025-10-09,135,Crusader Silver Ring,27,0.002545
2025-10-09,136,Overseer Silver Ring,42,0.004021
2025-10-09,137,Athena Silver Ring,33,0.003194
2025-10-09,138,Archon Silver Ring,19,0.001743
2025-10-09,139,Foxglove Silver Ring,11,0.001031
2025-10-09,140,Summoner Silver Ring,57,0.005808
2025-10-09,246,Golden Crusader Ring,1,0.00295
2025-10-09,248,Golden Overseer Ring,2,0.00478
2025-10-10,134,Chobo Silver Ring,31,0.0030846
2025-10-10,135,Crusader Silver Ring,45,0.0043906
2025-10-10,136,Overseer Silver Ring,28,0.002667
2025-10-10,137,Athena Silver Ring,80,0.007415
2025-10-10,138,Archon Silver Ring,75,0.007116
2025-10-10,139,Foxglove Silver Ring,216,0.023837
2025-10-10,140,Summoner Silver Ring,41,0.003862
2025-10-11,134,Chobo Silver Ring,25,0.002441
2025-10-11,135,Crusader Silver Ring,27,0.002624
2025-10-11,136,Overseer Silver Ring,229,0.024692
2025-10-11,137,Athena Silver Ring,12,0.001188
2025-10-11,138,Archon Silver Ring,38,0.003704
2025-10-11,139,Foxglove Silver Ring,400,0.052089
2025-10-11,140,Summoner Silver Ring,24,0.002331
2025-10-11,245,Golden Chobo Ring,3,0.006
2025-10-11,247,Golden Foxglove Ring,7,0.014
2025-10-11,249,Golden Summoner Ring,2,0.004
2025-10-12,134,Chobo Silver Ring,19,0.001763
2025-10-12,135,Crusader Silver Ring,17,0.001412
2025-10-12,136,Overseer Silver Ring,357,0.043673
2025-10-12,137,Athena Silver Ring,40,0.003518
2025-10-12,138,Archon Silver Ring,31,0.002872
2025-10-12,140,Summoner Silver Ring,175,0.017378
2025-10-12,248,Golden Overseer Ring,1,0.0017
2025-10-13,134,Chobo Silver Ring,197,0.019208
2025-10-13,135,Crusader Silver Ring,61,0.005509
2025-10-13,136,Overseer Silver Ring,14,0.001484
2025-10-13,137,Athena Silver Ring,28,0.002554
2025-10-13,138,Archon Silver Ring,25,0.002328
2025-10-13,139,Foxglove Silver Ring,13,0.00127
2025-10-13,140,Summoner Silver Ring,426,0.04832
2025-10-14,134,Chobo Silver Ring,345,0.043225
2025-10-14,135,Crusader Silver Ring,168,0.01653
2025-10-14,136,Overseer Silver Ring,5,0.000545
2025-10-14,137,Athena Silver Ring,37,0.003415
2025-10-14,138,Archon Silver Ring,16,0.001464
2025-10-14,139,Foxglove Silver Ring,18,0.001743
2025-10-14,140,Summoner Silver Ring,12,0.001137
2025-10-14,243,Golden Archon Ring,3,0.00735
2025-10-14,248,Golden Overseer Ring,10,0.01998
2025-10-15,134,Chobo Silver Ring,1,0.00012
2025-10-15,135,Crusader Silver Ring,413,0.046006
2025-10-15,137,Athena Silver Ring,29,0.00271
2025-10-15,138,Archon Silver Ring,279,0.027034
2025-10-15,139,Foxglove Silver Ring,1,9.9e-05
2025-10-15,140,Summoner Silver Ring,4,0.00033
2025-10-15,248,Golden Overseer Ring,1,0.002
2025-10-15,249,Golden Summoner Ring,1,0.00246
2025-10-16,135,Crusader Silver Ring,8,0.00072
2025-10-16,137,Athena Silver Ring,326,0.035241799951
2025-10-16,138,Archon Silver Ring,390,0.0471089999032
2025-10-16,139,Foxglove Silver Ring,22,0.002057
2025-10-16,140,Summoner Silver Ring,1,9.7e-05
2025-10-16,243,Golden Archon Ring,5,0.01229
2025-10-16,246,Golden Crusader Ring,1,0.00245
2025-10-16,249,Golden Summoner Ring,3,0.00738
2025-10-17,135,Crusader Silver Ring,2,0.000194
2025-10-17,136,Overseer Silver Ring,12,0.001173
2025-10-17,137,Athena Silver Ring,486,0.06045199808
2025-10-17,138,Archon Silver Ring,4,0.000576
2025-10-17,139,Foxglove Silver Ring,99,0.009682
2025-10-17,140,Summoner Silver Ring,54,0.005218
2025-10-17,247,Golden Foxglove Ring,3,0.00655
2025-10-18,134,Chobo Silver Ring,4,0.0002475
2025-10-18,135,Crusader Silver Ring,4,0.00038
2025-10-18,136,Overseer Silver Ring,7,0.000656
2025-10-18,137,Athena Silver Ring,9,0.000906
2025-10-18,139,Foxglove Silver Ring,10,0.000977
2025-10-18,140,Summoner Silver Ring,3,0.000285
2025-10-19,134,Chobo Silver Ring,9,0.000828
2025-10-19,136,Overseer Silver Ring,14,0.001293
2025-10-19,137,Athena Silver Ring,7,0.00073
2025-10-19,138,Archon Silver Ring,1,8e-05
2025-10-19,139,Foxglove Silver Ring,12,0.001099
2025-10-19,249,Golden Summoner Ring,2,0.00492
2025-10-20,134,Chobo Silver Ring,7,0.000635
2025-10-20,135,Crusader Silver Ring,15,0.001399
2025-10-20,136,Overseer Silver Ring,8,0.00072
2025-10-20,137,Athena Silver Ring,21,0.00191
2025-10-20,138,Archon Silver Ring,3,0.00027
2025-10-20,139,Foxglove Silver Ring,5,0.00045
2025-10-20,140,Summoner Silver Ring,4,0.00036
2025-10-21,134,Chobo Silver Ring,28,0.00225
2025-10-21,135,Crusader Silver Ring,13,0.001195
2025-10-21,137,Athena Silver Ring,9,0.000852
2025-10-21,140,Summoner Silver Ring,18,0.001673
2025-10-22,134,Chobo Silver Ring,32,0.002896
2025-10-22,135,Crusader Silver Ring,14,0.001272
2025-10-22,136,Overseer Silver Ring,10,0.000927
2025-10-22,137,Athena Silver Ring,26,0.00238
2025-10-22,138,Archon Silver Ring,10,0.00094
2025-10-22,139,Foxglove Silver Ring,22,0.001996
2025-10-22,140,Summoner Silver Ring,20,0.001861
2025-10-22,243,Golden Archon Ring,1,0.00244
2025-10-22,244,Golden Athena Ring,1,0.00249
2025-10-22,245,Golden Chobo Ring,1,0.00219
2025-10-22,246,Golden Crusader Ring,1,0.00239
2025-10-22,247,Golden Foxglove Ring,1,0.00209
2025-10-22,248,Golden Overseer Ring,1,0.00227
2025-10-22,249,Golden Summoner Ring,1,0.00285
2025-10-23,134,Chobo Silver Ring,53,0.004313
2025-10-23,135,Crusader Silver Ring,47,0.00387
2025-10-23,136,Overseer Silver Ring,41,0.003225
2025-10-23,137,Athena Silver Ring,31,0.00265
2025-10-23,138,Archon Silver Ring,26,0.002316
2025-10-23,139,Foxglove Silver Ring,49,0.004227
2025-10-23,140,Summoner Silver Ring,38,0.003184
2025-10-23,246,Golden Crusader Ring,1,0.00239
2025-10-24,134,Chobo Silver Ring,456,0.051656
2025-10-24,135,Crusader Silver Ring,538,0.063545
2025-10-24,136,Overseer Silver Ring,549,0.063704
2025-10-24,137,Athena Silver Ring,403,0.04935599998
2025-10-24,138,Archon Silver Ring,444,0.05266499991
